DATE,Open,High,Low,Close,Volume,Adj_Close
1/2/2014,554.125916,555.26355,550.549194,552.963501,3666400,552.963501
1/3/2014,553.897461,554.856201,548.894958,548.929749,3355000,548.929749
1/6/2014,552.908875,555.814941,549.645081,555.049927,3561600,555.049927
1/7/2014,558.865112,566.162659,556.95752,565.750366,5138400,565.750366
1/8/2014,569.297241,569.953003,562.983337,566.927673,4514100,566.927673
1/9/2014,568.025513,568.413025,559.143311,561.468201,4196000,561.468201
1/10/2014,565.859619,565.859619,557.499023,561.438354,4314700,561.438354
1/13/2014,559.595398,569.749329,554.975403,557.861633,4869100,557.861633
1/14/2014,565.298279,571.781128,560.400146,570.986267,4997400,570.986267
1/15/2014,572.769714,573.768188,568.199402,570.598816,3925700,570.598816
1/16/2014,570.83728,575.223694,570.290833,574.374268,3389600,574.374268
1/17/2014,574.687195,576.565002,568.403076,571.547607,5437700,571.547607
1/21/2014,576.71405,578.239136,571.930176,578.090088,3985400,578.090088
1/22/2014,579.535706,580.17157,575.68573,578.745789,3163200,578.745789
1/23/2014,576.252014,577.489014,573.4552,576.301697,3923400,576.301697
1/24/2014,571.786072,573.047852,557.871582,558.283875,7835500,558.283875
1/27/2014,559.41156,559.610291,537.638184,547.056946,8763800,547.056946
1/28/2014,551.572571,559.237671,551.383789,557.876526,4449100,557.876526
1/29/2014,555.944092,557.25061,546.157776,549.883545,4790600,549.883545
1/30/2014,568.800476,572.521301,559.982849,564.02655,10248900,564.02655
1/31/2014,581.890381,589.436279,571.845703,586.669312,11204900,586.669312
2/3/2014,585.789978,587.04187,562.347473,563.052856,9197600,563.052856
2/4/2014,565.318176,573.768188,564.831299,565.402588,5660300,565.402588
2/5/2014,567.995728,571.66687,560.365356,567.906311,4820000,567.906311
2/6/2014,571.845703,576.331543,570.067261,576.232178,3918300,576.232178
2/7/2014,580.042358,585.144226,576.530212,584.91571,5306500,584.91571
2/10/2014,582.113892,587.379639,580.73291,582.675232,3915500,582.675232
2/11/2014,586.271851,592.084045,582.317566,591.244507,4128200,591.244507
2/12/2014,590.658325,591.15509,586.872986,589.510803,3471300,589.510803
2/13/2014,586.559998,596.07312,586.018494,596.07312,3696500,596.07312
2/14/2014,593.941956,598.303589,592.546082,597.513733,4401800,597.513733
2/18/2014,596.823242,602.516235,596.122803,601.527649,4245100,601.527649
2/19/2014,598.755676,600.703003,594.880859,597.285217,4234500,597.285217
2/20/2014,597.682678,599.545532,596.232056,598.16449,3423700,598.16449
2/21/2014,600.002563,601.025879,597.53363,598.005554,3748800,598.005554
2/24/2014,598.785461,606.137634,598.656311,602.337402,3370300,602.337402
2/25/2014,604.041321,608.29364,601.299133,606.058167,2896000,606.058167
2/26/2014,608.045227,610.469482,602.958313,606.142639,3990000,606.142639
2/27/2014,605.258362,608.159485,604.572815,605.66571,2536300,605.66571
2/28/2014,606.227051,608.139648,599.212708,603.897217,4657300,603.897217
3/3/2014,599.476013,600.017456,592.218201,597.459106,4236900,597.459106
3/4/2014,603.574341,604.071106,600.842102,603.529602,2954400,603.529602
3/5/2014,603.599182,607.588196,601.790955,605.193787,2486500,605.193787
3/6/2014,607.190796,609.113281,605.362671,605.864441,2552600,605.864441
3/7/2014,609.436218,609.530579,601.805847,603.470032,3049900,603.470032
3/10/2014,603.917114,604.885803,598.154602,601.870422,2444900,601.870422
3/11/2014,602.963318,603.236511,594.453674,596.117798,3448200,596.117798
3/12/2014,594.334412,600.022461,588.26886,599.749207,3954000,599.749207
3/13/2014,600.072083,601.338867,588.552063,590.688171,4721500,590.688171
3/14/2014,587.175964,591.58728,582.476563,582.610657,4617500,582.610657
3/17/2014,585.814819,594.667236,585.248535,592.198303,4352200,592.198303
3/18/2014,593.475037,601.850525,592.675232,601.716431,3653500,601.716431
3/19/2014,601.98468,602.079041,593.345886,595.750244,3246700,595.750244
3/20/2014,596.097961,600.896729,593.81781,594.711975,3391200,594.711975
3/21/2014,599.257385,600.906677,587.40448,587.697571,6458700,587.697571
3/24/2014,588.26886,588.621582,569.272461,575.223694,6113500,575.223694
3/25/2014,579.232666,581.140259,569.794067,575.61615,4851700,575.61615
3/26/2014,577.250549,581.999634,562.094116,562.327576,5193400,562.327576
3/27/2014,564.893921,564.893921,549.896362,555.406067,13100,555.406067
3/28/2014,558.131104,563.33252,555.614929,556.927734,41300,556.927734
3/31/2014,563.789978,563.899353,553.88446,553.924255,10800,553.924255
4/1/2014,555.654724,565.341431,555.654724,564.058533,7900,564.058533
4/2/2014,596.708984,601.522522,559.115662,563.899353,147500,563.899353
4/3/2014,566.733765,584.068481,561.045044,566.62439,5113100,566.62439
4/4/2014,571.507568,574.610474,540.03064,540.169861,6386800,540.169861
4/7/2014,537.782959,545.480652,524.267273,535.207153,4413700,535.207153
4/8/2014,539.632813,551.965027,538.648193,551.86554,3159900,551.86554
4/9/2014,556.559753,562.27832,549.926208,561.054993,3339900,561.054993
4/10/2014,561.910339,561.910339,536.947571,537.991821,4047900,537.991821
4/11/2014,529.637756,537.046997,523.650696,527.698425,3935600,527.698425
4/14/2014,535.30658,541.124634,526.664124,529.60791,2582100,529.60791
4/15/2014,533.884399,535.505493,515.624817,533.50647,3865600,533.50647
4/16/2014,540.03064,553.954041,537.046997,553.496582,4906600,553.496582
4/17/2014,545.808838,546.495056,528.245422,533.168335,6828200,533.168335
4/21/2014,533.168335,533.765076,522.725769,525.729248,2573700,525.729248
4/22/2014,525.749146,534.292175,524.625305,531.885437,2371800,531.885437
4/23/2014,530.870972,530.950562,523.372192,524.058472,2057900,524.058472
4/24/2014,527.171326,528.742676,519.264832,522.288208,1888300,522.288208
4/25/2014,519.652649,521.830688,512.60144,513.3573,2106100,513.3573
4/28/2014,514.351807,515.764038,500.050446,514.32196,3344700,514.32196
4/29/2014,514.073364,526.564636,513.496521,524.81427,2706400,524.81427
4/30/2014,524.714844,525.112671,519.662598,523.779968,1755900,523.779968
5/1/2014,524.227539,530.015686,521.015198,528.444336,1910700,528.444336
5/2/2014,530.841125,531.079834,522.735718,525.04303,1693100,525.04303
5/5/2014,521.950012,526.007751,518.469177,524.923706,1026900,524.923706
5/6/2014,522.357788,523.929138,512.243408,512.322998,1693600,512.322998
5/7/2014,512.969421,513.854553,500.547729,507.171295,3233200,507.171295
5/8/2014,505.679504,514.40155,503.680481,508.205627,2026800,508.205627
5/9/2014,507.95697,517.056946,501.44281,515.893311,2446100,515.893311
5/12/2014,520.647217,527.290649,516.171814,527.022156,1917800,527.022156
5/13/2014,527.986816,533.138489,526.61438,530.174805,1657900,530.174805
5/14/2014,530.085327,530.085327,522.41748,523.77002,1195000,523.77002
5/15/2014,522.825195,522.994324,514.590515,517.136536,1709000,517.136536
5/16/2014,518.538818,518.946533,512.621338,517.782959,1489300,517.782959
5/19/2014,516.858032,526.882935,514.752625,525.967957,1281200,525.967957
5/20/2014,526.84314,533.297668,523.421936,526.872986,1789600,526.872986
5/21/2014,529.98584,536.234497,529.001282,535.992798,1199500,535.992798
5/22/2014,538.170837,544.605469,537.822754,542.079346,1620200,542.079346
5/23/2014,544.267334,550.612427,540.726807,549.677551,1937400,549.677551
5/27/2014,552.959534,562.904846,551.318542,562.855103,2109900,562.855103
5/28/2014,561.482666,564.734802,557.93219,558.608459,1656500,558.608459
5/29/2014,560.269348,560.915771,555.654724,557.017212,1357800,557.017212
5/30/2014,557.733276,558.280273,552.869995,556.828247,1776000,556.828247
6/2/2014,557.63385,557.832764,542.745667,550.900879,1438900,550.900879
6/3/2014,547.976929,549.319519,539.583069,541.960022,1871700,541.960022
6/4/2014,538.538818,545.609924,535.803833,541.681519,1821400,541.681519
6/5/2014,543.412048,551.915283,541.472717,550.871033,1693700,550.871033
6/6/2014,555.00824,555.00824,545.928223,553.28772,1741500,553.28772
6/9/2014,554.103271,559.821777,552.999329,559.046082,1471500,559.046082
6/10/2014,557.444885,560.517944,554.849121,557.484619,1355400,557.484619
6/11/2014,554.948608,556.818298,551.984863,555.783997,1103100,555.783997
6/12/2014,554.252441,554.93866,545.460754,548.334961,1462400,548.334961
6/13/2014,549.23999,549.279785,542.576599,548.742737,1223900,548.742737
6/16/2014,546.256409,546.614441,538.558716,541.30365,1707200,541.30365
6/17/2014,541.22406,542.337952,536.380676,540.040588,1448500,540.040588
6/18/2014,541.880432,550.532898,541.025146,550.343933,1746500,550.343933
6/19/2014,551.209167,551.965027,545.510498,551.86554,2463500,551.86554
6/20/2014,553.804871,554.530884,547.382202,553.317566,4520700,553.317566
6/23/2014,552.114197,561.910339,551.219116,561.860596,1541000,561.860596
6/24/2014,562.099304,569.514526,557.942139,561.53241,2213200,561.53241
6/25/2014,562.168884,576.788513,562.129089,575.485657,1974700,575.485657
6/26/2014,577.822815,579.264893,568.722839,572.850159,1746700,572.850159
6/27/2014,574.023682,576.698975,570.66217,574.083374,2243000,574.083374
6/30/2014,575.495605,576.400635,571.606995,572.134094,1317300,572.134094
7/1/2014,575.157471,581.204224,573.496582,579.483704,1451900,579.483704
7/2/2014,580.159973,582.238525,577.216125,579.150513,1059200,579.150513
7/3/2014,580.159973,581.810913,577.743286,581.53241,716100,581.53241
7/7/2014,580.567749,583.223145,576.420532,579.065979,1067500,579.065979
7/8/2014,574.501099,576.358887,563.039124,567.967041,1914700,567.967041
7/9/2014,568.454346,573.566223,566.26239,572.929749,1119800,572.929749
7/10/2014,562.815369,573.436951,561.920288,567.976929,1360400,567.976929
7/11/2014,568.782532,577.673645,568.295227,576.012756,1626200,576.012756
7/14/2014,579.414063,582.009827,574.86908,581.671631,1859100,581.671631
7/15/2014,582.536926,582.601563,573.407104,581.582153,1627500,581.582153
7/16/2014,584.784546,585.182373,579.016235,579.473755,1400900,579.473755
7/17/2014,576.36084,577.812866,565.500549,570.59259,3024800,570.59259
7/18/2014,589.757202,593.536438,578.817322,591.825806,4025100,591.825806
7/21/2014,588.514038,591.149536,582.032654,586.246521,2067800,586.246521
7/22/2014,587.489685,596.37085,587.3703,591.487671,1703800,591.487671
7/23/2014,589.985962,594.580688,589.259949,592.720886,1236500,592.720886
7/24/2014,593.188354,596.22168,588.533936,590.105286,1037900,590.105286
7/25/2014,587.171387,588.623413,583.819824,585.79895,935000,585.79895
7/28/2014,584.854187,589.259949,581.555298,587.3703,989500,587.3703
7/29/2014,585.530457,586.47522,580.324097,582.407593,1353500,582.407593
7/30/2014,583.342468,586.276367,580.806396,584.207703,1019200,584.207703
7/31/2014,577.424988,580.458313,566.882996,568.474243,2108500,568.474243
8/1/2014,567.280762,572.810364,559.772095,562.974487,1960600,562.974487
8/4/2014,565.928223,572.203735,561.015259,570.015747,1431200,570.015747
8/5/2014,566.932678,568.852173,559.533386,561.979919,1555500,561.979919
8/6/2014,558.707947,567.579163,556.937683,563.276794,1338000,563.276794
8/7/2014,564.893921,566.77356,558.031616,560.279297,1113900,560.279297
8/8/2014,560.47821,567.131592,557.285767,565.659729,1498800,565.659729
8/11/2014,566.873047,567.3703,562.904846,564.774536,1218000,564.774536
8/12/2014,561.432922,562.80542,557.812866,559.65271,1546200,559.65271
8/13/2014,564.207703,571.855652,562.656189,571.636841,1443200,571.636841
8/14/2014,573.029175,574.739746,567.758179,571.507568,988100,571.507568
8/15/2014,574.700012,576.21167,567.400146,570.343933,1523300,570.343933
8/18/2014,572.959534,581.313599,572.850159,578.976501,1287600,578.976501
8/19/2014,581.800964,584.128174,580.806396,583.650757,981300,583.650757
8/20/2014,582.676147,583.491638,579.384216,581.293762,1039500,581.293762
8/21/2014,580.62738,581.30365,577.962036,580.179871,917300,580.179871
8/22/2014,580.398682,582.035645,577.464783,579.374268,791200,579.374268
8/25/2014,581.522461,581.800964,575.83374,577.027222,1365100,577.027222
